name,barcode,id_category,id_subcategory,id_segment,stock,price_bought,price_sale,discount
"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,1,5,1,73,293.199,388.9079336,0.15
"Sauder Facets Collection Library, Sky Alder Finish",FUR-BO-10003966,1,5,1,26,359.058,481.9859752,0.3
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",FUR-BO-10001918,1,5,1,15,257.568,415.332701,0.2
Sauder Inglewood Library Bookcases,FUR-BO-10000362,1,5,1,61,359.058,387.4239515,0.3
"Sauder Mission Library with Doors, Fruitwood Finish",FUR-BO-10001601,1,5,1,8,222.666,224.3918111,0.15
"Bush Birmingham Collection Bookcase, Dark Cherry",FUR-BO-10000112,1,5,2,17,825.174,1574.538844,0.3
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",FUR-BO-10001567,1,5,2,94,90.882,103.2732401,0.7
O'Sullivan 5-Shelf Heavy-Duty Bookcases,FUR-BO-10002853,1,5,2,75,81.94,161.985554,0
Sauder Camden County Collection Library,FUR-BO-10003893,1,5,2,94,586.398,724.1529102,0.15
Sauder Cornerstone Collection Library,FUR-BO-10003433,1,5,2,70,61.96,113.0673755,0
O'Sullivan Cherrywood Estates Traditional Bookcase,FUR-BO-10001619,1,5,3,57,84.98,148.9880771,0
Bevis Steel Folding Chairs,FUR-CH-10004886,1,6,1,5,383.8,430.4496842,0.2
DMI Arturo Collection Mission-style Design Wood Chair,FUR-CH-10002602,1,6,1,72,135.882,153.5693899,0.1
"Global Airflow Leather Mesh Back Chair, Black",FUR-CH-10000665,1,6,1,33,301.96,393.1799041,0
"Global Armless Task Chair, Royal Blue",FUR-CH-10003535,1,6,1,45,384.174,717.9122003,0.1
Global Chrome Stack Chair,FUR-CH-10004540,1,6,1,83,95.984,158.8310826,0.3
Global Comet Stacking Arm Chair,FUR-CH-10000309,1,6,1,52,1267.53,1904.775209,0
Global Comet Stacking Armless Chair,FUR-CH-10000155,1,6,1,36,478.48,480.247634,0.2
Global Commerce Series High-Back Swivel/Tilt Chairs,FUR-CH-10003379,1,6,1,93,683.952,817.0500748,0.2
Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981,1,6,1,96,462.564,597.2965816,0.1
Global Deluxe High-Back Manager's Chair,FUR-CH-10004063,1,6,1,44,600.558,1130.286721,0.3
Global Deluxe High-Back Office Chair in Storm,FUR-CH-10001190,1,6,1,5,217.584,429.3503974,0.2
Global Deluxe Office Fabric Chairs,FUR-CH-10001891,1,6,1,9,230.352,246.3094756,0.2
"Global Deluxe Stacking Chair, Gray",FUR-CH-10002774,1,6,1,26,71.372,120.7757539,0.3
Global Deluxe Steno Chair,FUR-CH-10003396,1,6,1,2,207.846,326.0704933,0.1
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,FUR-CH-10000229,1,6,1,23,433.568,603.6550811,0.2
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,FUR-CH-10002317,1,6,1,3,207.184,381.470746,0.2
Global Ergonomic Managers Chair,FUR-CH-10000785,1,6,1,88,488.646,886.5787434,0.1
Global Executive Mid-Back Manager's Chair,FUR-CH-10000847,1,6,1,78,872.94,1078.08982,0
"Global Fabric Manager's Chair, Dark Gray",FUR-CH-10004218,1,6,1,17,212.058,346.8218438,0.3
"Global Geo Office Task Chair, Gray",FUR-CH-10000225,1,6,1,61,129.568,253.4823486,0.2
